Serial Number,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other
1195270,AX,122,921537,PROGRESO LATINO GROCERY INC,Not Available,4503 FT HAMILTON PARKWAY,45TH & 46TH STREETS,11219,10/8/19,9/30/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2141560,AX,122,933695,MOUNTAIN MART #108 LLC,MOUNTAIN MART #108,877 STATE ROUTE 11,Not Available,12957,8/12/20,9/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2011169,CL,243,925770,AMERICAN LEGION INCTHE,MOHAWK POST 1450,275 GROOMS RD,Not Available,12065,9/3/20,9/30/22,CLUB TAVERN SERVING BEER WINE AND LIQUOR CIDER,Not Available,Not Available
2221729,WS,308,931637,GHOST OAKS WINERY INC,EL VAQUERO WINERY,2901 FREEDOM BLVD,Not Available,95076,5/28/20,4/30/23,DIRECT WINE SHIPPER,Not Available,Not Available
1208711,DX,126,927336,WAL MART STORES EAST LP,WALMART #2583,1123 JERUSALEM AVE,Not Available,11553,6/18/20,6/30/23,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1116869,L,222,921144,RUSLAN LIQUORS INC,Not Available,1675 MCDONALD AVENUE,AVE O & RIDER,11230,9/13/19,9/30/22,LIQUOR STORE SELLING WINES AND LIQUORS,Not Available,Not Available
1253969,AX,122,925484,675 MORRIS AVE FOOD CORP,FINE FARE SUPERMARKET,675 MORRIS AVE,Not Available,10451,3/30/20,5/31/23,GROCERY STORE SELL BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
3149171,OP,252,928057,TAO SUSHI & GRILL JAPANESE STEAK HOUSE INC,DAO SUSHI & GRILL JAPANESE STEAK HOUSE,3200 ORCHARD PARK RD,Not Available,14127,10/29/20,11/30/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
2206267,DD,207,924925,MOUNTAIN SPIRIT DISTILLING LLC,Not Available,35 FLORIDA ST,Not Available,12903,2/27/20,2/28/23,FARM DISTILLER,Not Available,Not Available
1267239,OP,252,928239,WANG & CHEN ASIAN STYLE INC,Not Available,14945 14TH AVE,Not Available,11357,11/4/20,11/30/22,RESTAURANT SERVING LIQUOR CIDER BEER & WINE,Not Available,Not Available
1302518,CM,110,795730,KINGS COUNTY BREWERS COLLECTIVE LLC,Not Available,381 TROUTMAN ST,Not Available,11237,7/23/20,7/31/23,COMBINED CRAFT MANUFACTURER,Farm Brewer - Serial #1296141,Micro-Brewer - Serial #1290462
1131031,OP,252,926501,LOCO 111 INC,SAN LOCO,105 STANTON ST,Not Available,10002,9/24/20,9/30/22,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Not Available,Not Available
1297352,EB,141,922256,RACKSON RESTAURANTS LLC,BURGER KING,106 LIBERTY ST,Not Available,10006,11/8/19,11/30/22,RESTAURANT SERVING BEER & CIDER ONLY,Not Available,Recorded Music
1013538,A,122,921022,W D H INC,Not Available,666 PORT WASHINGTON BLVD,Not Available,11050,9/5/19,8/31/22,GROCERY STORE SELLING BEER ONLY,Not Available,Not Available
1273663,W,322,921641,ATLANTIS MARINE WORLD LLC,Not Available,100 ARRIVAL AVE,WEST SPACE/FLR 1/STREET LEVEL,11779,10/15/19,10/31/22,WINE STORE SELLING WINE & CIDER,Not Available,Not Available
1163133,L,222,934264,SOUTH SHORE LIQUOR INC,Not Available,262C ARDEN AVENUE,CORRELL AVE & HICKORY CIRCLE,10312,9/4/20,7/31/23,LIQUOR STORE SELLING WINES & LIQUORS,Not Available,Not Available
1302681,AX,122,932078,AC & K MINIMARKET CORP,Not Available,731 LIBERTY AVE,Not Available,11208,6/25/20,6/30/23,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1330097,AX,122,905223,CLARKSON DELI LLC,Not Available,902 CLARKSON AVE,Not Available,11203,11/17/20,10/31/23,GROCERY STORE SELLING BEER WINE PRODUCTS AND CIDER,Not Available,Not Available
3164893,AX,122,916619,NEAM ENTERPRISES INC,UNIVERSITY CONVENIENCE,3198 MAIN ST,Not Available,14214,6/15/20,5/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
3165194,OP,252,896129,LANCASTER BOWL LLC,STONE 8 TAP HOUSE,10257 RTE 31W,TOWN OF GALEN,14433,9/3/20,8/31/22,RESTAURANT SERVING BEER WINE LIQUOR AND CIDER,Bowling Establishment,Not Available
2213812,OP,252,928153,EARLY TERRIBLE LLC,Not Available,45 MILL HILL RD,Not Available,12498,11/3/20,11/30/22,BAR/TAVERN SERVING BEER WINE CIDER AND LIQUOR,FB Stips:  No Dancing No DJs No Live music,Licensed Patio  FB Stip: Close 1am
1287051,LL,203,932294,ROYAL WINE CORPORATION,LEGEND SPIRITS,1575 50TH ST STE 408A,Not Available,11219,7/2/20,6/30/23,WHOLESALE LIQUOR,Not Available,Not Available
1280863,OP,252,926407,HENNESSY PARK MGMT LLC,VIS-A-VIS,3100 OCEAN PKW,STORE 7,11235,9/22/20,9/30/22,RESTAURANT SERVING BEER CIDER WINE & LIQUOR,Not Available,Live & Recorded Music Juke Box Karaoke
1297255,OP,252,927324,PRIDE EGGS INC,OX TAVERN,1301 NEWKIRK AVE,A/K/A 583 ARGYLE RD,11230,10/22/20,10/31/22,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,Not Available,Not Available
2197696,OP,252,928177,SYRACUSE HOSPITALITY GROUP INC,THE DISTILLERY,3112 ERIE BLVD EAST,Not Available,13214,11/3/20,11/30/22,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Not Available,RECORDED AND JUKE BOX MUSIC LICENSED PATIO
2208416,WS,308,926902,VINESSE LLC,Not Available,980 AIRWAY CT,Not Available,95403,6/3/20,5/31/23,DIRECT WINE SHIPPER,Not Available,Not Available
1244180,AX,122,921112,ADEN FOOD MARKET CORP,ADEN FOOD MARKET,351 BEDFORD AVENUE,Not Available,11211,9/10/19,10/31/22,GROCERY SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
2602367,CT,246,926678,JAMES HARVEY SPIRE 787,AMERICAN LEGION,5575 LEGIONNAIRE DR,OFF ROUTE 31 WEST OF ROUTE 11,13039,9/30/20,9/30/22,CATERING FACILITY SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
1282182,EB,141,938025,CHARMY CREATIONS INC,SUPER CONVENIENCE STORE,129 POST AVE,Not Available,11590,11/10/20,12/31/23,EATING PLACE SERVING BEER AND CIDER,Not Available,Not Available
3161613,OP,252,927396,CARAMEL BAKERY AND BAR LLC,CARAMEL BAKERY AND BAR,647 PARK AVE,Not Available,14607,10/23/20,10/31/22,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,Recorded Music,Not Available
2207793,WS,308,925206,JB NEUFELD LLC,JB NEUFELD,2620 DRAPER RD,Not Available,98903,3/11/20,4/30/23,DIRECT WINE SHIPPER,Not Available,Not Available
2220152,OP,252,923478,FLOYD FRANKIE MICHAEL LLC,HOT ROCKS STEAKHOUSE,3 SIMMONS PLAZA,Not Available,12477,9/18/20,8/31/22,RESTAURANT SERVING BEER WINE CIDER & LIQUOR,Not Available,Recorded Music Outdoor Patio
1050975,HL,242,928533,MARRIOTT HOTEL SERVICES INC,WESTCHESTER MARRIOTT HOTEL,670 WHITE PLAINS ROAD,Not Available,10591,11/16/20,11/30/22,HOTEL SERVING BEER CIDER WINE AND LIQUOR,Not Available,Not Available
2603791,AX,122,925271,UPSTATE CONVENIENCE MARKET LLC,Not Available,919 SOUTH AVE,KENNEDY & SOUTH AVE,13207,3/13/20,3/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2500854,AX,122,922790,ED & JEANS MARKET INC,ED & JEAN'S MARKET,95 ROCHESTER STREET,Not Available,13140,12/4/19,11/30/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1214037,HL,242,925586,130 WEST 44TH HOTEL ASSOCIATES LLC & 44 RESTAURANT,THE CHATWAL(HOTEL); THE LAMBS(RESTAURANT),130 W 44TH STREET,AVE OF THE AMERICANS & 7TH AVE,10036,8/28/20,8/31/22,HOTEL SERVING BEER WINE CIDER & LIQUOR,Not Available,Not Available
3164179,EB,141,916554,TRUMANSBURG MAIN STREET MARKET LLC,MAIN STREET MARKET,21 E MAIN ST,SPACE A,14886,5/26/20,4/30/23,EATING PLACE SERVING BEER AND CIDER,Not Available,Not Available
2204324,RW,341,842623,STROUMBIANA INTERNATIONAL INC,SCHODACK DINER,1842 COLUMBIA TPKE,Not Available,12033,8/28/20,8/31/22,RESTAURANT SERVING BEER WINE & CIDER,Not Available,Recorded Music
1323879,AX,122,931953,DANNY'S EXPRESS DELI INC,Not Available,500 MIDDLE COUNTRY RD,Not Available,11784,7/17/20,6/30/23,GROCERY STORE SELLING WINE PRODUCTS AND BEER,Not Available,Not Available
1288552,OP,252,926881,HARU HELLS KITCHEN CORP,HARU,859 9TH AVE,SPACE A,10019,10/6/20,11/30/22,RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,CB4 Stips: Tues - Sat 11:30am to 12am and Sun -Mon 11:30am - 11pm,Recorded Music Permitted No Dancing
1319618,AX,122,904842,LOS RODRIGUEZ DELI & GROCERY CORP,Not Available,879 E 175TH ST,Not Available,10460,1/27/20,12/31/22,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
2208878,AX,122,933753,CHENANGO VALLEY PROPERTIES LLC,COBBLE POND FARMS,234 QUAKER RD,Not Available,12804,8/13/20,8/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1311448,RW,341,842775,CLAWDADDY INC,CLAW DADDY'S,515 ATLANTIC AVE,AKA 31 3RD AVE,11217,10/14/20,9/30/22,RESTAURANT SERVING BEER WINE & CIDER,Not Available,Recorded/DJ Music; Licensed Patio/Yard
2219509,A,122,931585,MAKI MARKET INC,Not Available,188 BROADWAY,Not Available,12550,5/19/20,4/30/23,GROCERY STORE SELLING BEER,Not Available,Not Available
2219426,LL,203,933133,A CAPPIONE INC,Not Available,52 54 LIBERTY AVE,Not Available,13662,8/10/20,7/31/23,LIQUOR WHOLESALE,Not Available,Not Available
2506179,CL,243,925987,TRACH-AURINGER POST 7325,VETERANS FOREIGN WARS US INC,1560 RTE 49,Not Available,13044,9/10/20,9/30/22,CLUB TAVERN SERVING BEER CIDER WINE AND LIQUOR,Not Available,Members Only - not open to the public
1251397,AX,123,926031,JR 2121 DELI GROCERY CORP,Not Available,2121 BELMONT AVENUE,Not Available,10457,4/27/20,4/30/23,GROCERY STORE SELLING BEER AND WINE CIDER PRODUCTS,Not Available,Not Available
1237582,L,222,920018,431 GRAHAM AVE LIQUOR STORE CORP,Not Available,431 GRAHAM AVE,Not Available,11211,7/25/19,8/31/22,LIQUOR STORE,Not Available,Not Available
3165176,OP,252,896124,OLD MILL INN INC THE,THE OLD MILL INN,1 DEPOT ST,Not Available,14803,8/28/20,7/31/22,TAVERN SERVING BEER CIDER WINE AND LIQUOR,Not Available,Juke Box
1273321,OP,252,927358,SOUTH CENTRAL RESTAURANT LLC,TIJUANA PICNIC,151 ESSEX ST,Not Available,10002,10/23/20,10/31/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Mon - Fri 6pm-4am Sat  Sun 11am -4am.,Will not use outdoor space for commercial use. Ambient background music only.  No DJ live music promoted event or other event with cover fee. No French doors/windows.  No happy hours. Monitor to ensure no loitering.
1124448,EB,141,923909,EAT-A-BAGEL FERRY LLC,A J BARBERI,A J BARBERI BATTERY MARITIME,SOUTH FERRY,10004,1/13/20,1/31/23,VESSEL TAVERN SERVING BEER & CIDER,Not Available,Not Available
1322281,AX,122,904998,JC NEW DELI & GROCERY CORP,Not Available,48 02 108TH ST,Not Available,11368,3/10/20,2/28/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
2159253,AX,128,926366,DRAKE PETROLEUM CO INC,XTRA MART DELI JOE'S XTRA CAFE #10048,3903 CARMAN RD,Not Available,12303,5/6/20,5/31/23,CONVENIENCE STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1204273,LL,203,926961,BOENING BROS INC,Not Available,1080A RTE 109,WELLWOOD AVE & ALBANY AVE,11757,6/5/20,7/31/23,LIQUOR WHOLESALER,Not Available,Not Available
1326622,RW,341,831152,ECUATORIANA RESTAURANT CORP,Not Available,1685 AMSTERDAM AVE,Not Available,10031,9/23/20,8/31/22,RESTAURANT SERVING BEER WINE AND CIDER,Not Available,Recorded Music
1305704,AX,122,905205,HAPPY 41 INC,CORNER STOP,149-07 41ST AVE,Not Available,11355,11/3/20,10/31/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
2216904,AX,128,916418,FASTRAC EG LLC,FASTRAC STORE 218,5858 RTE 31,Not Available,13039,10/27/19,9/30/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1046011,L,222,923883,LINDA & MICHAEL ODONOHOE,RICHTERS LIQUORS,262 LARKFIELD ROAD,Not Available,11731,1/9/20,2/28/23,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
2207300,WS,308,924791,TREASURY WINE ESTATES AMERICAS COMPANY,PROVENANCE VINEYARDS,1695 ST HELENA HWY,Not Available,94573,2/19/20,2/28/23,DIRECT WINE SHIPPER,Not Available,Not Available
2216447,AX,122,917765,LOBBY CORP,LAKE GEORGE MINI MART,2217 STATE RTE 9,Not Available,12845,10/7/19,9/30/22,GROCERY STORE SELLING BEER & WINE PRODUCTS,Not Available,Not Available
2197173,AX,122,933800,JPROULX INC,CANTON SAVE A LOT,5933 RTE 11,STE 3,13617,8/17/20,9/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1278083,L,222,926659,RAS WINE & LIQUOR MART INC,Not Available,20-22 COLONIAL SPRINGS RD,Not Available,11798,5/18/20,6/30/23,LIQUOR STORE SELLING WINE & LIQUOR,Not Available,Not Available
1300600,AX,122,925525,AHSAN T MALIK,7 ELEVEN STORE #11212C,81 SHEPPARD LN,Not Available,11787,3/30/20,4/30/23,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1326318,AX,122,905049,PRAMUKH 200 INC,E SMOKE & CONVENIENCE,124 E BROADWAY,Not Available,10002,7/22/20,6/30/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1246481,AX,128,926264,SHOPRITE SUPERMARKETS INC,SHOPRITE OF WHITE PLAINS,13 CITY PLACE,Not Available,10601,5/4/20,6/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2009655,L,222,924663,SCHAGHTICOKE WINE & SPIRITS INC,BECK'S WINE AND SPIRITS,8 MAIN STREET,Not Available,12154,2/11/20,2/28/23,LIQUOR STORE SELLING LIQUORS AND WINES,Not Available,Not Available
3165366,L,222,916747,FALLS WINE ROOM INC THE,THE FALLS WINE ROOM,605 B W STATE ST,Not Available,14850,8/24/20,7/31/23,LIQUOR STORE,Not Available,1800 sq ft retail; 2100 sq ft total
1124757,AX,122,922873,LAURELLE ONE CORP,7 ELEVEN FOOD STORE,2477 HYLAN BLVD,CRN HYLAN & NEW DORP AVE,10306,12/9/19,1/31/23,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
2000284,AX,128,934109,MARTIN'S FOODS OF SOUTH BURLINGTON LLC,HANNAFORD SUPERMARKET & PHARMACY #8386,579 TROY SCHENECTADY ROAD,Not Available,12110,9/1/20,9/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1244484,AX,122,922425,ELWOOD FUEL INC,USA GAS STATION,200 ELWOOD ROAD,Not Available,11731,11/18/19,11/30/22,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
1321683,AX,128,933067,STOP & SHOP SUPERMARKET COMPANY LLC THE,STOP & SHOP STORE # 564,575 MONTAUK HWY,Not Available,11704,8/4/20,6/30/23,GROCERY STORE SELLING BEER WINE PRODUCTS AND CIDER,Not Available,Not Available
1295321,RW,341,842906,BLACK LABEL BURGERS CORP,BLACK LABEL BURGERS,683 OLD COUNTRY RD,Not Available,11590,11/20/20,12/31/22,RESTAURANT SERVING BEER WINE & CIDER,Not Available,Recorded Music
1317586,L,222,904500,B O B WINE & SPIRITS INC,DOUGLASTON WINE & LIQUORS,44-41 DOUGLASTON PKWY,Not Available,11363,9/27/19,8/31/22,LIQUOR STORE SELLING LIQUOR AND WINE,Not Available,Not Available
1275737,OP,252,928581,WEPA LA AREPA LLC,MITI MITI TAPERIA,138 5TH AVE,Not Available,11217,11/17/20,11/30/22,RESTAURANT SERVING BEER WINE & LIQUOR CIDER,Not Available,License Sidewalk Cafe
1257134,A,122,937675,UTICA EXPRESS DELI CORP,UTICA EXPRESS,214 UTICA AVE STORE 1,Not Available,11213,10/23/20,10/31/23,GROCERY STORE SELLING BEER AND CIDER,Not Available,Not Available
1279488,OP,252,925068,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #6262,455 GATEWAY DR,Not Available,11239,8/14/20,8/31/22,RESTAURANT SERVING BEER WINE CIDER & LIQUOR,Not Available,Not Available
1324692,AX,122,931871,MI NANA DELI GROCERY CORP,Not Available,182 WILSON AVE,Not Available,11237,7/3/20,6/30/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1322903,AX,122,916516,1316 CORP,FOODTOWN,1316 AMSTERDAM AVE,Not Available,10027,5/5/20,4/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
3003156,CL,243,926453,BUFFALO YACHT CLUB INC,Not Available,1 PORTER AVE,Not Available,14201,9/23/20,9/30/22,CLUB SERVING BEER WINE LIQUOR & CIDER,Not Available,Members only - not open to the public
1304897,AX,122,937601,LA BANDERA MARQUETA & DELI CORP,LA BANDERA MARQUETA & DELI,110 UNION AVE,Not Available,10801,10/20/20,10/31/23,GROCERY STORE SELLING BEER WINE AND CIDER,Not Available,Not Available
2209331,L,222,934592,COUNTRY SQUARE WINE & LIQUOR LLC,Not Available,54 BRYANTS SQ,Not Available,12083,9/25/20,10/31/23,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
1272528,L,222,920079,CENTRAL WAREHOUSE WINE & LIQUOR INC,Not Available,2500 CENTRAL PARK AVE,Not Available,10710,7/26/19,9/30/22,LIQUOR STORE SELLING WINE LIQUOR,Not Available,Not Available
1298508,AX,122,924081,LA ESTRELLITA MEXICAN GROCERY INC,Not Available,213 E 198TH ST,STORE 2,10458,1/21/20,1/31/23,GROCERY STORE SELLING BEER WINE PRODUCTS & CIDER,Not Available,Not Available
2208578,AX,122,933951,BUDRAJ P SEENANAN,LEVI'S GROCERY CONVENIENCE STORE AND DELI,1339 STATE ST,Not Available,12304,8/24/20,8/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2218134,AX,122,904822,COCO FARMS OF CARMEL INC,Not Available,1923 ROUTE 6,Not Available,10512,1/21/20,12/31/22,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
2188436,OP,252,925906,ORCHARD CREEK GOLF COURSE INC,ORCHARD CREEK CIDER HOUSE RESTAURANT,6700 DUNNSVILLE RD,Not Available,12009,9/8/20,10/31/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Outdoor patio Live/Recorded Music Dancing
2500178,AX,128,934978,MIRABITO HOLDINGS INC,BINGHAMTON QUICKWAY #9,1178 VESTAL AVENUE,Not Available,13903,10/16/20,10/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1019660,A,122,921690,JUAN MANUEL REYES,MANUELS GROCERY STORE,3675 BROADWAY,Not Available,10031,10/15/19,10/31/22,GROCERY STORE SELLING BEER ONLY CIDER,Not Available,Not Available
2107293,OP,252,927157,GRAYSON RINALDI LLC,THE END ZONE,227 PARK AVENUE,Not Available,12118,10/19/20,10/31/22,RESTAURANT SERVING BEER WINE  LIQUOR & CIDER,Not Available,Not Available
1178340,DX,126,920748,DUANE READE INC,STORE 14101,37 BROADWAY,Not Available,10006,8/19/19,9/30/22,DRUG CHAIN BEER/WINE PRODUCT CIDER,Not Available,Not Available
1276460,AX,122,924909,AMARILIS A LEDESMA,AMOR DELI GROCERY,21 CONVENT AVE,Not Available,10027,2/27/20,2/28/23,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
2204289,OP,252,927040,GENDRON CATERING LLC,THE TASTING ROOM AT GENDRON CATERING,3767 RTE 9G,Not Available,12572,10/14/20,10/31/22,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,Not Available,Licensed Patio
2006289,CL,243,925084,BRUSHTON-MOIRA AMERICAN LEGION,POST #939 INC,SAYLES ROAD,Not Available,12957,8/14/20,9/30/22,CLUB TAVERN SERVING BEER WINE LIQUOR & CIDER,Not Available,Members only - not open to the public
1158476,AX,122,925402,FATIMA ORTIZ,FATIMA GROCERY,5914 SNYDER AVE,EAST 59TH & RALPH AVE,11203,3/24/20,3/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2012256,TL,252,925818,DE LOREYS RESTAURANT & BAR INC,Not Available,2518 BROADWAY,Not Available,12306,9/4/20,9/30/22,TAVERN RESTAURANT SERVING BEER CIDER  WINE AND LIQUOR,Not Available,Not Available
1276594,EB,141,932821,SUPER TIGER INC,Not Available,47-01 FRANCIS LEWIS BLVD,Not Available,11361,7/29/20,7/31/23,Not Available,Not Available,Not Available
2185073,AX,128,934116,MARTIN'S FOODS OF SOUTH BURLINGTON LLC,HANNAFORD SUPERMARKET PHARMACY #8416,32 STATE ROUTE 82,Not Available,12534,9/1/20,9/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1278116,EB,141,934870,MARCELO FARCIERT,PANADERIA LA MIXTECA POBLANA & DELI,104 VICTORY BLVD,Not Available,10301,10/13/20,8/31/23,RESTAURANT SERVING BEER AND CIDER,Not Available,Not Available
1223909,L,222,924860,TK MERCHANDISE DISPLAY INC,VILLAGE LIQUORS,248 56 JERICHO TPKE,JERICHO TPKE&COMMONWEALTH BLVD,11001,2/24/20,2/28/23,LIQUOR STORE SELLING WINES AND LIQUORS,Not Available,Not Available
1297259,RW,341,842694,DUMAFE INC,PALOMAS,435 MENAHAN ST,Not Available,11237,9/22/20,9/30/22,RESTAURANT SERVING BEER WINE AND CIDER,Not Available,Recorded music; Patio
1323900,AX,122,931574,SAMP SUPER MARKET INC,Not Available,146 LOCKWOOD AVE,Not Available,10701,5/18/20,4/30/23,GROCERY STORE SELLING BEER WINE PRODUCTS AND CIDER,Not Available,Not Available
1275043,A,122,922114,2013 ABIGAIL DELI GROCERY CORP,Not Available,787 E 185TH ST,Not Available,10460,11/4/19,11/30/22,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
2123338,L,222,926052,MONSEY WINE & LIQUOR INC,Not Available,24 ORCHARD STREET,MAIN STREET & ROBERT PITT DR,10952,4/27/20,5/31/23,LIQUOR STORE SELLING WINE & LIQUOR,Not Available,Not Available
2211950,RW,341,842879,MUZA ENTERPRISES LLC,MUZA & THE HILL AT MUZA,377 381 CONGRESS ST,AKA 1300 15TH ST,12180,11/13/20,11/30/22,RESTAURANT SERVING WINE BEER & CIDER,Not Available,Music: Recorded Licensed: Patio
2500149,AX,123,934358,FINCH ENTERPRISES INC,WINDSOR BIG M,500 CHAPEL STREET,Not Available,13865,9/14/20,9/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2124417,AX,122,921246,IRELAND CORNERS GAS & CONVENIENCE INC,MOBIL MART,604 ROUTE 208,Not Available,12525,9/20/19,11/30/22,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
1280660,L,222,934322,FIVE STAR LIQUOR AND WINE INC,Not Available,149-11 UNION TPKE,Not Available,11367,9/9/20,9/30/23,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
1321538,L,222,931773,LE CHAIM 26 INC,PARKLINE WINE & LIQUORS,108-20 22 MYRTLE AVE,Not Available,11418,6/16/20,5/31/23,LIQUOR STORE SELLING LIQUOR & WINE,Not Available,Not Available
1325246,AX,122,933183,SHREE HARI 223 CORPORATION,7 ELEVEN STORE #11157E,223 LAUREL RD,Not Available,11731,8/21/20,7/31/23,GROCERY SELLING WINE PRODUCT AND BEER,Not Available,Not Available
1280448,OP,252,925337,5 DE MAYO IN N Y INC,Not Available,42-29 BELL BLVD,Not Available,11361,8/21/20,8/31/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Recorded Music
